Geneid	S1	S2	S3	S4	S5	S6	S7	S8
ENSG00000162438.12	4	0	0	0	0	0	0	0
ENSG00000142615.8	0	3	0	0	0	2	0	0
ENSG00000215704.10	0	0	0	0	0	0	0	0
ENSG00000132906.18	42	53	122	73	23	15	145	97
ENSG00000116138.13	75	118	317	192	26	61	183	223
ENSG00000251866.1	4	1	1	2	0	8	0	3
ENSG00000272510.1	0	0	1	0	0	0	3	0
ENSG00000116771.6	0	0	3	3	0	0	3	3
ENSG00000237301.1	7	15	19	1	0	5	17	21
ENSG00000235084.3	2	6	13	9	1	1	12	7
ENSG00000252417.1	0	0	0	0	0	0	0	0
ENSG00000236500.1	0	0	0	0	0	0	0	0
ENSG00000197312.12	100	96	526	288	65	84	423	368
ENSG00000215695.2	0	0	3	0	0	0	0	0
ENSG00000271742.1	0	0	0	0	0	0	0	0
ENSG00000116786.13	236	190	418	184	63	58	287	240
ENSG00000237938.5	0	0	1	6	0	0	4	4
ENSG00000162461.8	5	0	3	4	0	0	10	10
ENSG00000224459.2	0	0	0	0	3	0	0	0
ENSG00000162460.7	11	0	1	1	0	0	0	0
ENSG00000162458.13	40	26	31	18	8	12	141	94
ENSG00000224321.1	2	4	1	1	3	3	1	2
ENSG00000233954.7	245	223	531	266	151	198	409	418
ENSG00000178715.8	0	1	4	10	3	1	7	0
ENSG00000179743.4	134	228	226	141	75	116	160	150
ENSG00000065526.12	304	365	668	339	102	109	469	437
ENSG00000270620.1	0	2	4	2	0	0	15	0
ENSG00000116809.12	115	103	246	140	13	14	182	118
ENSG00000234607.2	0	0	0	0	0	0	0	0
ENSG00000231353.1	0	0	0	0	0	0	0	0
ENSG00000275503.1	0	0	0	0	0	0	0	0
ENSG00000224966.4	1	0	0	0	0	0	0	0
ENSG00000183888.4	4	0	0	0	0	0	4	0
ENSG00000233078.1	0	0	0	0	0	0	0	0
ENSG00000173641.18	31	60	6	6	14	2	5	0
ENSG00000186510.12	1	0	5	3	0	6	0	5
ENSG00000232456.1	0	0	0	0	0	0	0	0
ENSG00000184908.20	24	20	0	7	0	19	0	0
ENSG00000185519.9	5	0	4	4	0	0	1	14
ENSG00000142627.13	106	105	237	136	33	36	188	158
ENSG00000227959.2	5	5	1	9	1	4	0	3
ENSG00000224621.1	0	0	0	0	0	0	1	0
ENSG00000234166.1	0	0	0	0	0	0	0	0
ENSG00000142632.17	152	136	208	139	37	41	298	322
ENSG00000237276.9	3	9	17	6	13	6	17	11
ENSG00000288398.1	6	11	34	17	0	0	17	17
ENSG00000132881.12	8	17	41	20	1	4	42	28
ENSG00000233929.1	17	20	4	7	6	2	1	6
ENSG00000037637.11	375	402	508	260	133	149	427	344
ENSG00000055070.17	878	947	1344	635	145	191	1289	1045
ENSG00000226457.1	0	2	5	2	6	0	1	0
ENSG00000187144.11	0	10	19	7	0	0	2	12
ENSG00000157191.20	423	510	1237	619	98	113	1056	796
ENSG00000226029.1	0	0	1	10	1	0	0	0
ENSG00000080947.15	11	4	32	34	0	10	30	27
ENSG00000206652.1	1	0	3	4	0	3	0	2
ENSG00000261135.1	0	0	18	21	2	3	6	8
ENSG00000285853.1	0	0	0	0	0	0	0	0
ENSG00000224174.2	0	0	0	0	0	0	0	0
ENSG00000233421.5	23	40	121	171	5	11	135	103
ENSG00000277344.1	0	0	0	0	0	0	0	0
ENSG00000225710.1	0	0	0	0	0	0	0	0
ENSG00000219481.11	62	86	218	115	24	35	140	120
ENSG00000271732.1	6	0	2	3	0	0	1	2
ENSG00000215908.10	27	47	326	205	0	11	231	241
ENSG00000283773.1	0	0	0	0	0	0	0	0
ENSG00000186301.8	6	5	18	3	0	2	1	7
ENSG00000282143.1	0	0	0	0	0	0	0	0
ENSG00000207513.1	0	0	0	0	0	0	0	0
ENSG00000280114.1	14	3	3	1	0	5	12	1
ENSG00000236698.1	2	0	48	68	4	4	40	29
ENSG00000268869.6	7	11	33	7	3	6	18	13
ENSG00000279151.1	0	1	0	0	5	0	0	0
ENSG00000282740.1	0	0	0	0	0	0	0	0
ENSG00000058453.17	104	60	239	181	38	31	194	142
ENSG00000227684.2	0	0	0	0	0	0	0	0
ENSG00000207389.1	0	0	1	0	2	0	0	0
ENSG00000186715.11	0	4	6	0	0	0	0	0
ENSG00000223643.6	0	0	0	0	0	0	0	0
ENSG00000230239.1	0	0	0	1	0	0	0	0
ENSG00000263811.1	0	0	0	0	0	0	0	0
ENSG00000228549.5	12	25	141	122	10	15	109	52
ENSG00000277234.1	0	0	0	0	0	0	0	0
ENSG00000238142.3	3	0	0	3	7	12	16	10
ENSG00000235241.1	0	0	0	0	0	0	0	0
ENSG00000207005.1	7	8	5	0	0	0	13	9
ENSG00000272426.1	49	47	110	80	15	23	40	36
ENSG00000117122.14	0	0	3	4	0	0	0	0
ENSG00000286898.1	0	0	0	0	0	0	0	0
ENSG00000226526.1	0	0	0	0	0	0	0	0
ENSG00000159363.19	9	13	105	69	1	9	113	91
ENSG00000288636.1	0	0	0	0	0	0	0	0
ENSG00000117118.10	2372	2257	4990	3405	1595	1878	3887	3387
ENSG00000117115.13	16	0	6	5	0	0	1	0
ENSG00000204362.6	68	50	37	14	16	8	7	18
ENSG00000282843.1	12	0	12	8	0	0	2	0
ENSG00000142623.11	99	114	76	65	0	4	34	19
ENSG00000142619.4	128	38	39	24	16	10	29	23
ENSG00000266634.1	0	0	0	0	0	0	0	0
ENSG00000159339.13	26	20	6	4	5	18	10	17
ENSG00000276747.1	0	0	6	0	0	4	0	0
ENSG00000227751.1	0	0	0	0	0	0	0	0
ENSG00000179051.14	2766	2897	2048	1039	348	375	1726	1229
ENSG00000074964.17	64	37	151	122	35	41	147	132
ENSG00000236648.2	0	0	1	0	0	0	0	2
ENSG00000117148.8	58	43	67	24	10	11	16	16
ENSG00000284653.1	3	0	0	1	0	0	1	0
ENSG00000261781.1	2	7	0	0	0	0	0	0
ENSG00000117154.12	0	0	0	0	0	0	0	0
ENSG00000280222.1	0	0	0	3	0	0	0	2
ENSG00000230035.2	0	0	0	1	0	0	0	0
ENSG00000225387.1	0	0	0	0	0	0	0	0
ENSG00000179023.9	18	0	2	10	0	0	4	2
ENSG00000235282.3	0	0	0	0	0	0	0	0
ENSG00000225478.2	0	0	3	0	5	0	0	0
ENSG00000009709.12	6	0	5	1	0	0	0	0
ENSG00000179002.5	0	0	1	0	0	0	0	0
ENSG00000159423.17	47	59	66	48	25	31	58	24
ENSG00000265606.1	0	0	0	0	0	0	0	0
ENSG00000221662.1	0	0	0	0	0	0	0	0
ENSG00000169991.11	74	135	77	40	29	43	54	19
ENSG00000272084.1	7	7	10	4	0	0	11	1
ENSG00000127481.15	398	417	1029	381	292	361	626	567
ENSG00000230424.2	0	0	30	20	0	0	40	10
ENSG00000127463.16	74	70	425	209	64	70	294	214
ENSG00000053372.5	139	187	2291	1105	128	108	1660	1378
ENSG00000286064.1	0	0	0	9	0	0	3	0
ENSG00000211454.16	0	15	7	15	14	0	14	7
ENSG00000162482.5	3	0	6	6	0	0	6	5
ENSG00000270728.1	0	0	5	4	0	0	2	0
ENSG00000053371.13	1461	1412	1494	912	491	515	1413	1447
ENSG00000200403.1	0	0	1	8	0	0	4	5
ENSG00000040487.13	36	34	73	41	23	12	75	54
ENSG00000077549.19	948	844	1458	763	485	361	1287	1109
ENSG00000240490.3	8	4	2	5	3	5	6	4
ENSG00000173436.15	155	140	690	427	116	158	503	527
ENSG00000201609.1	0	0	0	0	0	0	0	0
ENSG00000235185.1	2	0	2	0	0	0	2	0
ENSG00000158747.15	82	27	68	56	30	40	105	83
ENSG00000270136.6	0	0	0	0	0	0	0	0
ENSG00000226396.1	30	27	47	51	36	30	53	60
ENSG00000158748.4	0	0	0	10	0	0	0	0
ENSG00000162542.14	6	29	19	20	19	4	27	54
ENSG00000178828.7	0	0	0	0	0	0	0	0
ENSG00000235434.1	0	0	0	0	0	0	0	0
ENSG00000169914.6	56	79	271	167	5	14	171	168
ENSG00000188784.4	0	0	6	1	0	0	0	0
ENSG00000242688.3	0	0	0	0	0	0	0	0
ENSG00000188257.12	2	0	3	0	0	0	2	0
ENSG00000127472.11	0	0	1	0	0	0	3	3
ENSG00000117215.15	2	0	6	2	4	0	0	4
ENSG00000158786.5	7	0	6	4	0	0	5	0
ENSG00000227066.2	0	0	1	0	0	0	0	0
ENSG00000187980.7	13	0	2	12	0	0	0	0
ENSG00000162543.6	0	0	2	2	0	2	0	3
ENSG00000228105.2	1	0	0	0	0	0	0	0
ENSG00000284710.1	0	0	0	0	0	0	0	0
ENSG00000158816.16	96	163	108	46	6	24	102	72
ENSG00000226664.1	0	6	1	0	0	0	0	0
ENSG00000236963.8	11	14	11	0	0	0	0	7
ENSG00000226487.1	7	0	0	0	0	0	0	0
ENSG00000284641.1	4	0	0	1	0	0	1	0
ENSG00000284743.1	0	0	3	0	0	0	0	0
ENSG00000162545.6	770	916	357	225	130	136	604	627
ENSG00000289402.1	6	5	0	2	0	1	6	7
ENSG00000090432.7	128	156	265	123	11	24	208	145
ENSG00000215520.3	0	0	0	0	0	0	0	1
ENSG00000183114.8	22	45	56	25	9	2	54	31
ENSG00000158825.6	0	0	0	5	0	0	0	4
ENSG00000158828.8	150	130	123	68	27	42	74	78
ENSG00000284005.1	0	0	0	0	0	0	0	0
ENSG00000117242.7	0	6	17	5	6	4	10	8
ENSG00000244038.11	1431	1576	1797	1079	912	1027	1410	1447
ENSG00000117245.13	1	24	31	12	22	21	18	42
ENSG00000235432.1	6	0	0	0	0	0	0	0
ENSG00000189410.12	13	17	7	13	1	14	9	11
ENSG00000233069.1	0	0	1	0	3	10	1	2
ENSG00000127483.19	1514	1473	3226	1663	530	445	2268	2009
ENSG00000075151.24	564	529	1041	601	327	286	624	637
ENSG00000251914.1	0	0	0	0	0	0	0	0
ENSG00000221808.1	0	0	0	0	0	0	0	0
ENSG00000233072.1	1	0	0	0	0	0	1	0
ENSG00000236073.2	6	0	0	1	0	3	0	0
ENSG00000235112.1	0	0	1	4	0	0	0	0
ENSG00000287192.1	0	0	3	1	0	0	0	8
ENSG00000117298.16	146	192	164	88	113	102	108	174
ENSG00000236936.1	0	0	0	0	5	0	0	0
ENSG00000231105.2	3	0	4	0	5	0	2	0
ENSG00000236216.5	1	0	0	0	0	1	0	0
ENSG00000228823.1	0	0	0	0	0	0	0	0
ENSG00000236009.1	0	0	1	0	0	0	0	5
ENSG00000227001.3	0	0	5	9	0	0	7	5
ENSG00000187952.9	1	0	0	0	0	0	0	0
ENSG00000186543.7	0	0	0	0	0	0	0	0
ENSG00000142794.19	17	9	56	49	5	13	77	74
ENSG00000176378.8	0	0	0	0	0	0	0	0
ENSG00000162551.14	16	14	14	16	0	5	19	10
ENSG00000289715.1	0	0	0	0	0	0	0	0
ENSG00000233431.1	1	2	1	0	0	0	0	0
ENSG00000076864.21	114	134	105	73	26	59	110	106
ENSG00000090686.16	523	497	938	459	181	227	597	547
ENSG00000231978.2	0	0	0	0	0	0	0	2
ENSG00000187942.12	3	0	5	2	0	0	3	1
ENSG00000142798.20	25	17	76	40	24	11	61	73
ENSG00000232037.3	0	0	4	0	0	0	1	0
ENSG00000283234.1	0	0	0	6	0	0	0	0
ENSG00000219073.8	0	0	1	1	0	0	0	0
ENSG00000285959.1	0	0	0	0	0	0	0	0
ENSG00000273610.1	1	0	0	0	0	0	1	0
ENSG00000201919.1	0	0	0	0	0	0	0	0
ENSG00000142789.20	0	0	2	0	0	0	0	0
ENSG00000278124.1	1	0	0	0	0	0	0	0
ENSG00000201273.1	0	0	0	0	0	0	0	0
ENSG00000228397.3	24	1	0	2	22	36	2	5
ENSG00000218510.9	3	6	60	15	7	2	22	17
ENSG00000289694.1	0	0	0	0	0	0	0	0
ENSG00000285752.1	0	4	0	3	0	0	2	1
ENSG00000285794.1	0	0	0	0	0	0	0	0
ENSG00000070831.18	57	60	57	32	5	19	29	47
ENSG00000230068.2	0	0	9	2	0	0	0	1
ENSG00000271428.1	0	0	0	0	0	0	0	0
ENSG00000162552.15	15	0	0	1	0	0	0	0
ENSG00000285873.1	0	0	0	0	0	0	0	6
ENSG00000266564.1	0	0	3	0	0	0	0	0
ENSG00000234397.3	1	0	6	0	0	1	1	0
ENSG00000279625.1	0	0	1	5	0	0	0	0
ENSG00000184677.18	183	251	361	218	74	152	314	210
ENSG00000237200.1	1	0	1	7	0	13	2	3
ENSG00000070886.12	3	0	20	6	0	0	0	3
ENSG00000276835.2	0	0	0	0	0	0	0	0
ENSG00000173372.18	0	0	4	3	0	0	0	0
ENSG00000289692.1	0	0	0	0	0	0	0	0
ENSG00000159189.13	0	0	0	0	6	0	1	3
ENSG00000173369.18	0	0	4	3	0	0	0	0
ENSG00000133216.17	218	200	295	156	78	106	166	144
ENSG00000265422.1	0	0	0	0	0	0	0	0
ENSG00000225952.1	0	0	0	0	0	0	0	0
ENSG00000264014.1	0	0	0	0	0	0	0	0
ENSG00000215906.9	12	0	0	3	0	0	0	0
ENSG00000227868.7	0	0	3	0	4	0	10	13
ENSG00000004487.18	1823	1648	4346	2318	640	704	3098	2485
ENSG00000240553.1	4	0	3	1	0	0	3	3
ENSG00000263793.1	3	0	3	0	0	0	0	0
ENSG00000266802.1	0	0	0	2	0	0	0	0
ENSG00000169641.14	18	15	103	71	3	0	62	56
ENSG00000229010.1	0	0	1	0	0	0	0	0
ENSG00000206935.1	0	0	0	2	0	0	0	0
ENSG00000252578.1	0	0	0	0	0	0	0	0
ENSG00000289014.1	0	0	0	0	0	0	0	0
ENSG00000179546.5	0	0	4	0	0	0	3	0
ENSG00000215381.3	0	0	6	0	0	0	0	0
ENSG00000261326.4	0	0	98	34	0	0	32	25
ENSG00000284726.1	0	4	12	1	0	0	0	4
ENSG00000125944.21	2057	1849	3315	1615	292	263	2569	2055
ENSG00000125945.15	82	72	116	52	11	7	102	72
ENSG00000249087.8	28	24	33	16	8	10	23	18
ENSG00000201405.1	0	0	0	0	0	0	0	0
ENSG00000271420.1	10	0	0	0	10	11	0	0
ENSG00000204219.11	0	2	0	2	0	8	0	3
ENSG00000232482.2	0	0	4	0	5	0	0	0
ENSG00000088280.20	9	3	8	20	5	3	16	36
ENSG00000007968.7	41	50	240	128	11	1	134	91
ENSG00000235052.1	2	1	3	2	0	0	4	0
ENSG00000117318.9	890	877	5004	3342	1683	1840	7536	6114
ENSG00000285802.1	7	5	1	2	0	0	2	0
ENSG00000197880.10	14	0	6	11	6	1	1	0
ENSG00000229239.2	0	0	0	0	0	0	0	0
ENSG00000142676.14	49509	45435	89351	61337	18668	22079	63969	65667
ENSG00000236810.7	3	3	35	25	0	11	12	24
ENSG00000011007.13	429	292	860	453	62	66	572	519
ENSG00000057757.10	206	239	1280	744	24	45	904	689
ENSG00000011009.11	319	167	504	329	80	79	541	515
ENSG00000117308.15	96	79	308	140	43	83	210	178
ENSG00000117305.15	685	512	665	380	197	179	481	515
ENSG00000179163.12	1	0	8	14	3	0	10	10
ENSG00000188822.8	4	0	5	2	0	0	0	0
ENSG00000229106.1	0	0	0	0	0	0	1	0
ENSG00000232557.3	0	0	0	0	0	0	0	0
ENSG00000264926.1	0	0	0	0	0	0	0	0
ENSG00000230228.2	15	11	4	11	0	0	0	4
ENSG00000189266.13	1317	1476	3490	2223	164	109	2785	2437
ENSG00000188529.15	780	858	5229	2996	229	232	4170	3154
ENSG00000215905.4	0	0	0	0	0	0	0	0
ENSG00000225315.2	0	0	0	0	0	0	0	2
ENSG00000142661.19	6	0	2	9	0	0	0	5
ENSG00000230703.1	0	0	0	0	0	0	0	0
ENSG00000142677.4	0	0	5	3	0	0	3	0
ENSG00000185436.12	0	9	2	9	0	0	0	0
ENSG00000158055.17	4	4	6	4	20	1	0	3
ENSG00000230023.2	0	0	5	6	0	0	0	0
ENSG00000232298.2	1	0	2	3	0	0	0	0
ENSG00000001460.18	109	92	340	146	46	16	246	193
ENSG00000001461.17	81	103	175	104	35	40	171	174
ENSG00000288982.1	0	0	1	0	0	0	1	0
ENSG00000286061.1	0	0	3	1	0	0	3	1
ENSG00000117602.13	53	76	168	61	42	45	196	208
ENSG00000264443.1	0	0	0	0	0	0	0	0
ENSG00000184454.7	0	0	2	0	0	0	0	0
ENSG00000227312.2	0	0	1	0	0	0	0	0
ENSG00000239106.1	0	0	0	0	0	0	0	0
ENSG00000133226.18	544	600	1082	456	133	107	493	490
ENSG00000284699.1	1	0	2	2	2	4	4	4
ENSG00000169504.15	1673	1830	5034	2427	135	122	3517	2869
ENSG00000238482.1	0	0	0	0	0	0	0	0
ENSG00000020633.19	136	113	156	99	33	25	200	116
ENSG00000278034.1	0	0	0	0	0	0	0	0
ENSG00000229162.1	16	0	7	0	0	0	0	5
ENSG00000261025.1	0	1	2	5	5	5	9	11
ENSG00000264371.1	0	1	0	0	4	8	0	3
ENSG00000285823.1	0	0	1	0	0	0	0	0
ENSG00000233755.1	0	0	0	0	0	0	0	3
ENSG00000233419.3	0	0	0	0	0	0	0	0
ENSG00000231953.2	0	0	0	0	0	0	0	0
ENSG00000117614.10	1754	1438	2445	1601	200	213	1650	1316
ENSG00000284602.1	1	11	97	67	15	0	86	53
ENSG00000284657.1	10	2	6	7	0	4	7	6
ENSG00000117616.18	327	320	1345	653	66	36	540	513
ENSG00000272432.1	10	10	19	22	2	2	18	15
ENSG00000261349.1	7	0	2	1	0	0	7	0
ENSG00000187010.21	0	2	3	5	0	0	10	8
ENSG00000224183.1	0	0	0	0	0	0	1	0
ENSG00000259984.1	0	4	0	0	0	0	0	4
ENSG00000183726.11	409	386	885	601	179	245	597	629
ENSG00000188672.19	1	0	4	7	0	0	4	0
ENSG00000238084.4	5	0	3	2	1	0	3	0
ENSG00000204178.11	123	97	255	140	22	23	158	143
ENSG00000157978.12	121	84	333	205	23	11	247	194
ENSG00000225643.1	7	11	9	1	0	1	3	2
ENSG00000117643.15	11	14	13	21	10	6	14	10
ENSG00000233478.1	19	5	11	0	0	2	0	0
ENSG00000162430.18	267	277	371	204	106	84	278	229
ENSG00000255054.3	0	0	0	0	0	0	0	0
ENSG00000228172.5	2	0	11	7	4	0	11	3
ENSG00000117640.18	491	511	869	497	111	78	627	569
ENSG00000272478.1	0	0	0	0	0	0	0	0
ENSG00000127423.11	51	59	425	273	25	18	289	318
ENSG00000236528.2	0	0	15	12	0	0	5	15
ENSG00000182749.6	14	19	96	77	12	17	122	108
ENSG00000207302.1	0	0	0	0	0	0	0	0
ENSG00000117632.23	10840	10956	18399	11110	1447	1723	12116	9888
ENSG00000229786.1	2	0	0	0	0	0	0	0
ENSG00000223624.1	2	1	0	2	1	1	1	3
ENSG00000283938.1	0	0	0	0	0	0	0	0
ENSG00000158006.14	27	41	227	130	20	28	222	111
ENSG00000207237.1	0	0	0	0	0	0	0	0
ENSG00000252190.1	0	0	0	0	0	0	0	0
ENSG00000252691.1	0	0	0	0	0	0	0	0
ENSG00000158008.10	12	6	31	27	0	6	48	30
ENSG00000158014.15	1	0	2	2	0	0	0	0
ENSG00000284309.1	0	0	0	0	0	0	0	0
ENSG00000158022.7	0	0	0	8	0	0	4	1
ENSG00000175087.10	85	97	834	456	0	13	518	446
ENSG00000197245.6	5	3	31	14	3	6	46	24
ENSG00000282872.2	2	0	10	0	0	0	0	2
ENSG00000236782.7	1	1	4	11	0	2	9	2
ENSG00000142684.9	0	0	0	0	0	0	0	0
ENSG00000142675.18	3	9	3	4	0	2	11	0
ENSG00000188782.9	0	0	5	3	0	0	0	0
ENSG00000236155.7	8	8	5	5	0	0	6	3
ENSG00000278572.1	0	0	2	0	0	0	0	0
ENSG00000130695.16	192	294	523	224	242	200	397	329
ENSG00000270733.1	9	9	0	1	0	0	0	0
ENSG00000142669.15	1140	1189	731	421	564	542	922	738
ENSG00000158062.21	73	79	124	72	23	28	157	121
ENSG00000169442.9	0	0	0	0	0	0	0	7
ENSG00000176092.17	7	1	10	9	0	0	6	0
ENSG00000225854.2	0	0	0	0	0	0	0	0
ENSG00000176083.18	3	0	0	0	0	0	0	0
ENSG00000131914.11	0	1	2	1	0	0	3	0
ENSG00000117682.17	457	414	675	255	250	201	478	429
ENSG00000223583.1	1	2	2	2	5	0	7	5
ENSG00000225891.2	0	7	0	0	0	0	0	1
ENSG00000198830.11	2044	2014	3391	1875	733	723	3595	2872
ENSG00000224129.1	0	0	1	0	0	0	0	0
ENSG00000117676.14	101	135	195	103	8	18	167	109
ENSG00000238705.1	0	0	0	0	0	0	0	0
ENSG00000243905.3	118	83	121	80	73	83	101	135
ENSG00000252802.1	0	0	0	0	0	0	0	0
ENSG00000252429.2	0	0	3	0	0	0	0	0
ENSG00000289452.1	1	0	8	2	0	0	17	4
ENSG00000229247.2	0	0	0	0	0	0	0	0
ENSG00000238316.1	0	0	0	0	0	0	0	0
ENSG00000235069.2	0	0	0	0	0	0	0	0
ENSG00000260063.1	31	14	69	25	7	0	43	35
ENSG00000117713.21	128	134	522	305	41	53	298	258
ENSG00000060642.12	70	91	192	106	20	34	127	104
ENSG00000241188.3	6	3	3	1	5	6	3	4
ENSG00000287810.1	0	0	0	0	0	0	0	0
ENSG00000204160.12	34	35	257	114	9	21	100	109
ENSG00000175793.12	10	7	24	6	10	8	11	33
ENSG00000142751.15	143	108	270	174	40	36	245	238
ENSG00000226698.1	0	0	0	0	0	0	0	0
ENSG00000289554.1	0	0	7	1	4	0	3	5
ENSG00000198746.13	35	50	146	107	7	8	113	78
ENSG00000090273.14	863	823	1690	990	449	471	1821	1618
ENSG00000131910.5	0	0	0	0	4	0	0	0
ENSG00000175707.10	1	5	0	3	0	0	0	0
ENSG00000172746.6	1	3	13	2	4	0	8	3
ENSG00000224064.1	1	0	0	0	0	0	0	0
ENSG00000225294.1	0	9	5	0	1	0	0	1
ENSG00000253368.4	65	37	191	103	7	16	105	77
ENSG00000158246.8	109	66	128	84	3	28	130	85
ENSG00000090020.11	44	39	48	18	32	23	70	33
ENSG00000229985.2	0	1	0	0	1	0	1	0
ENSG00000214973.3	3	1	3	3	0	1	0	2
ENSG00000225159.1	6	7	9	8	0	1	1	10
ENSG00000225990.2	0	0	1	0	1	0	0	0
ENSG00000224311.1	0	0	0	0	0	0	0	0
ENSG00000142784.16	123	118	201	105	39	33	147	117
ENSG00000252098.1	0	0	0	0	0	0	0	0
ENSG00000243659.1	0	0	0	0	0	0	0	0
ENSG00000186501.15	153	208	464	260	147	124	544	449
ENSG00000206888.1	0	0	1	0	3	2	1	1
ENSG00000241547.1	3	4	10	5	2	1	7	4
ENSG00000142765.18	45	43	119	95	35	70	131	152
ENSG00000142733.17	34	14	89	49	5	0	51	47
ENSG00000142748.13	5	16	5	0	0	9	0	0
ENSG00000174950.11	0	2	0	2	0	0	3	0
ENSG00000231207.1	1	0	1	0	0	0	0	0
ENSG00000181773.7	19	4	67	44	23	21	62	38
ENSG00000158195.11	846	1112	652	342	121	146	621	388
ENSG00000241169.1	0	0	0	2	0	0	0	0
ENSG00000237429.1	0	4	2	1	1	0	2	11
ENSG00000126705.15	57	14	45	25	2	4	41	20
ENSG00000000938.13	0	17	6	2	4	0	2	0
ENSG00000235912.1	19	9	10	25	1	6	18	25
ENSG00000233975.2	1	0	1	6	0	1	6	0
ENSG00000126709.16	39	58	38	18	712	704	1016	1086
ENSG00000225886.3	0	7	0	1	0	2	16	10
ENSG00000206767.1	0	0	0	0	0	0	0	0
ENSG00000226662.2	0	7	0	0	0	0	0	0
ENSG00000207095.1	0	0	0	0	0	0	0	0
ENSG00000287244.1	10	6	15	4	0	0	0	13
ENSG00000009780.16	86	49	491	223	35	11	383	401
ENSG00000231344.1	5	1	3	0	0	0	0	3
ENSG00000230833.1	0	0	0	0	0	0	4	0
ENSG00000117758.14	129	171	1062	475	67	68	672	657
ENSG00000269971.1	0	0	0	0	0	0	0	0
ENSG00000270031.1	0	0	1	6	0	0	6	0
ENSG00000223062.1	0	0	0	0	0	0	0	0
ENSG00000286433.1	0	0	5	0	0	0	5	0
ENSG00000117751.18	952	991	2402	1337	169	162	1698	1613
ENSG00000252947.1	145	122	130	103	91	135	85	73
ENSG00000130775.16	33	17	40	37	36	22	120	77
ENSG00000117748.10	1357	1035	2973	1580	363	422	1853	1659
ENSG00000130768.15	11	5	4	8	1	0	0	5
ENSG00000227050.1	0	0	0	0	0	0	1	0
ENSG00000158156.9	21	16	36	27	1	2	46	28
ENSG00000158161.16	342	487	820	439	142	147	628	469
ENSG00000238231.2	0	0	0	1	0	0	6	1
ENSG00000240750.3	2	4	3	4	2	1	5	5
ENSG00000228589.3	0	2	1	0	0	0	2	1
ENSG00000228943.1	0	0	1	0	0	0	0	0
ENSG00000289576.1	3	0	0	0	0	0	0	0
ENSG00000214812.3	0	0	0	0	0	0	1	0
ENSG00000253005.1	0	0	0	0	0	0	0	0
ENSG00000169403.12	0	0	0	2	0	0	2	5
ENSG00000126698.11	1358	1398	4209	2157	467	535	3425	2627
ENSG00000130770.18	1573	1753	2829	2034	691	669	2944	2793
ENSG00000270605.1	182	187	267	192	32	61	244	245
ENSG00000271398.1	0	0	3	1	5	6	0	2
ENSG00000130766.5	74	66	224	150	6	7	166	159
ENSG00000130772.14	91	57	422	227	14	22	323	342
ENSG00000204138.13	243	130	464	273	149	98	402	443
ENSG00000206779.1	0	0	0	0	0	0	0	0
ENSG00000229820.2	1	0	0	0	0	0	0	0
ENSG00000221216.1	0	0	0	0	0	0	0	0
ENSG00000180198.17	675	616	1727	998	152	274	1353	983
ENSG00000242125.3	6351	6607	14115	10943	2357	2337	11144	10860
ENSG00000274266.1	0	0	0	0	0	0	0	0
ENSG00000200087.1	3635	3754	4407	3376	2126	2740	3389	3656
ENSG00000231468.2	5	0	1	1	0	0	1	1
ENSG00000279443.1	0	4	7	10	0	0	9	6
ENSG00000180098.9	291	206	614	395	94	163	524	394
ENSG00000197989.15	290	307	1460	983	178	206	1166	1029
ENSG00000221539.1	6	8	76	60	0	0	36	30
ENSG00000278274.1	0	0	0	0	0	0	0	0
ENSG00000273544.1	0	0	0	0	0	0	0	0
ENSG00000280498.1	0	0	0	0	0	0	0	0
ENSG00000274582.1	0	0	0	0	0	0	0	0
ENSG00000120656.14	301	284	1120	756	153	150	1253	1076
ENSG00000188060.8	0	4	0	1	1	3	0	2
ENSG00000229388.1	0	0	38	28	0	0	24	18
ENSG00000270103.3	0	0	0	0	0	0	0	0
ENSG00000274978.1	0	0	4	0	0	0	0	0
ENSG00000162419.13	84	135	222	171	18	60	160	154
ENSG00000252777.1	0	0	0	0	0	0	0	0
ENSG00000289291.1	15	8	25	7	0	0	5	8
ENSG00000198492.16	418	453	1348	911	102	137	1008	812
ENSG00000116329.12	10	13	107	54	12	3	39	25
ENSG00000233427.1	0	0	0	0	0	0	0	0
ENSG00000199756.1	0	0	0	0	0	0	0	0
ENSG00000159023.22	277	226	539	238	144	161	412	380
ENSG00000225616.2	0	2	5	4	1	10	4	4
ENSG00000206704.1	0	0	0	0	0	0	0	0
ENSG00000277958.1	0	0	0	0	0	0	0	0
ENSG00000253304.2	3	0	8	1	0	0	1	0
ENSG00000225750.1	0	0	5	0	0	0	0	0
ENSG00000116350.18	1025	998	736	376	262	232	595	390
ENSG00000277916.1	0	0	0	0	0	0	0	0
ENSG00000116353.16	128	136	835	434	166	251	666	637
ENSG00000237934.1	0	0	0	1	0	0	0	5
ENSG00000060656.20	38	25	76	42	24	52	51	71
ENSG00000230523.1	0	0	0	0	0	0	0	1
ENSG00000225011.4	0	0	0	0	0	0	0	0
ENSG00000228176.1	0	0	0	0	0	0	0	0
ENSG00000284676.1	0	0	0	0	0	0	0	0
ENSG00000270927.1	0	0	0	0	0	0	0	0
ENSG00000233399.2	4	0	0	0	0	0	0	0
ENSG00000233372.1	0	0	1	0	0	0	0	0
ENSG00000231251.1	0	0	0	3	0	0	0	0
